fao_name,common_names,fda_name,taxocode,code_3a,order,family,genus,specific_descriptor
Lane snapper,,,1703202733,SNL,Percoidei,Lutjanidae,lutjanus,synagris
Lanternsharks nei,,,10901010XX,SHL,Squaliformes,Squalidae,Etmopterus,spp
,Lapa de pie negro,,3071900110,WPT,Gastropoda,Patellidae,Patella,tenuis
Large yellow croaker,,,1703730304,LYC,Percoidei,Sciaenidae,Larimichthys,croceus
Large-eye dentex,,,1703906002,DEL,Percoidei,Sparidae,Dentex,macrophthalmus
Large-scaled gurnard,,,1780200807,LDV,Scorpaeniformes,Triglidae,Lepidotrigla,cavillone
Largeeye breams,,,17038155XX,LBR,Percoidei,Lethrinidae,Gymnocranius,spp
Largehead hairtail,"Cutlassfish, Corbata (Spanish)",,1750600302,LHT,Perciformes,Trichiuridae,Trichiurus,lepturus
Largemouth black bass,,,1701001402,MPS,Percoidei,Centrarchidae,Micropterus,salmoides
Law croaker,,,1703745701,CKL,Percoidei,Sciaenidae,Pseudotolithus,senegallus
Leaf barnacle,,,2130500103,ZPP,Thoracica,Pollicipedidae,Pollicipes,polymerus
Leafscale gulper shark,,,1090100803,GUQ,Squaliformes,Squalidae,Centrophorus,squamosus
Leaping mullet,,,1650101206,LZS,Mugiliformes,Mugilidae,Liza,saliens
Lebranche mullet,"Lebranche mullet, Lisa (Spanish), Tainha (Portuguese)",,1650100112,MUB,Mugiliformes,Mugilidae,Mugil,liza
Leerfish,,,1702307202,LEE,Percoidei,Carangidae,Lichia,amia
Lefteye flounders nei,(multispecies),,18301XXXXX,LEF,Pleuronectiformes,Bothidae,"",""
Lemon sole,,,1830204504,LEM,Pleuronectiformes,Pleuronectidae,microstomus,kitt
Leopard coralgrouper,Leopard coralgrouper,,1700220804,EMO,Percoidei,Serranidae,Plectropomus,leopardus
Leopard grouper,,,1700204013,MKR,Perciformes,Serranidae,Mycteroperca,rosacea
Leopard skate,,,1100400179,JFV,Rajiformes,Rajidae,Raja,leopardus
Lesser amberjack,,,1702304811,RLF,Percoidei,Carangidae,Seriola,fasciata
Lesser flying squid,,,3210501101,TDQ,Cephalopoda,Ommastrephidae,Todaropsis,eblanae
Lesser glass shrimp,,,2283100201,LKG,Natantia,Pasiphaeidae,Leptochela,gracilis
Lesser sand-eel,,,1720400208,QLH,Trachinoidei,Ammodytidae,ammodytes,marinus
Lesser shining bobtail squid,,,3210304602,IRE,Cephalopoda,Sepiolidae,Semirossia,tenera
Lesser slipper lobster,,,2291500903,SCY,Reptantia,Scyllaridae,Scyllarus,arctus
Lesser weever,,,1721201003,TOZ,Trachinoidei,Trachinidae,Trachinus,vipera
Lightfoot crab,,,2311300201,GSQ,Brachyura,Grapsidae,Grapsus,grapsus
Limpet,,,3071900109,QTV,Gastropoda,Patellidae,Patella,vulgata
Ling,,,1480400501,LIN,Gadiformes,Gadidae,molva,molva
Lingcod,,,1780700501,CLI,Scorpaeniformes,Hexagrammidae,ophiodon,elongatus
Little skate,,,1100400160,RJD,Rajiformes,Rajidae,Leucoraja,erinacea
Little tunny,,,1750102401,LTA,Scombroidei,Scombridae,Euthynnus,alletteratus
,Lizardfishes nei (multispecies),,13116068XX,SZX,Aulopiformes,Synodontidae,Saurida,spp.
Locust lobsters nei,,,22915009XX,YLX,Reptantia,Scyllaridae,Scyllarus,spp
,"Loina, Madrilla",,1400201402,HOX,Cypriniformes,Cyprinidae,Chondrostoma,toxostoma
Longbill spearfish,,,1750300906,SPF,Scombroidei,Istiophoridae,Tetrapturus,pfluegeri
Longfin gurnard,,,1780200310,GUM,Scorpaeniformes,Triglidae,Chelidonichthys,obscurus
Longfin hake,,,1480400604,GPE,Gadiformes,Gadidae,Phycis,chesteri
Longfin mako,,,1060800203,LMA,Lamniformes,Lamnidae,Isurus,paucus
Longfin squid,Longfin Inshore Squid ,,3210400105,SQL,Cephalopoda,Loliginidae,loligo,pealeii
Longfin squid,Longfin inshore squid,,3210400105,SQL,Cephalopoda,Loliginidae,Doryteuthis (Amerigo),pealeii
Longfin yellowtail,Almaco jack,,1702304814,YTL,Perciformes,Carangidae,Seriola,rivoliana
Longnose anchovy,Anchoa trompuda,,1210602005,EAN,Clupeiformes,Engraulidae,anchoa,nasus
Longnose skate,Big skate,,1100400126,JAH,Rajiformes,Rajidae,Raja,rhina
Longnose spurdog,,,1090100701,QUB,Squaliformes,Squalidae,Squalus,blainville
Longnose velvet dogfish,,,1090101602,CYP,Squaliformes,Squalidae,Centroscymnus,crepidater
Longnosed skate,,,1100400111,RJO,Rajiformes,Rajidae,Raja,oxyrinchus
Longspine snipefish,,,1510300401,SNS,Syngnathiformes,Macroramphosidae,Macroramphosus,scolopax
Longspine thornyhead,,,1780107902,SJZ,Scorpaeniformes,Scorpaenidae,sebastolobus,altivelis
Longtail Southern cod,,,1709244002,PAT,Percoidei,Nototheniidae,Patagonotothen,ramsayi
Longtail tuna,tonggol tuna,,1750102603,LOT,Scombroidei,Scombridae,thunnus,tonggol
Longwing spinyfin,,,1610300202,DTW,Beryciformes,Diretmidae,Diretmoides,pauciradiatus
Lumpfish,lumpsucker,,1782000301,LUM,Scorpaeniformes,Cyclopteridae,cyclopterus,lumpus
Lusitanian toadfish,,,1930100601,BHD,Batrachoidiformes,Batrachoididae,Halobatrachus,didactylus
Luvar,,,1740800101,LVM,Acanthuroidei,Luvaridae,Luvarus,imperialis
Lyrate hard clam,,,3161101704,MXL,Bivalvia,Veneridae,meretrix,lyrata
Macha clam,,,3162403901,CLM,Bivalvia,Mesodesmatidae,mesodesma,donacium
Mackerel icefish,,,1709441701,ANI,Percoidei,Channichthyidae,champsocephalus,gunnari
Mackerel scad,,,1702304311,MSD,Percoidei,Carangidae,Decapterus,macarellus
Madeira rockfish,,,1780100916,MZS,Scorpaeniformes,Scorpaenidae,Scorpaena,maderensis
Madeiran Sardinella,,,1210501217,SAE,Clupeiformes,Clupeidae,Sardinella,maderensis
Madeiran ray,,,1100400183,JFY,Rajiformes,Rajidae,Raja,maderensis
Malabar blood snapper,"Saddletail snapper, red snapper",,1703202713,MAL,Percoidei,Lutjanidae,lutjanus,malabaricus
Malabar grouper,Malabar grouper,,1700204244,MAR,Percoidei,Serranidae,Epinephelus,malabaricus
Mandarin fish,,,1700829902,SIN,Percoidei,Percichthyidae,Siniperca,chuatsi
Mangrove ghost crab,,,2310300302,UCD,Brachyura,Ocypodidae,Ucides,occidentalis
Marbled electric ray,,,1110100207,TTR,Torpediniformes,Torpedinidae,Torpedo,marmorata
Marbled octopus,,,3210900514,OQU,Cephalopoda,Octopodidae,Octopus,dollfusi
Marbled rock crab,,,2311300302,YGM,Brachyura,Grapsidae,Pachygrapsus,marmoratus
,Mariquita europea,,2311300204,IFJ,Brachyura,Grapsidae,Grapsus,adscensionis
Masu salmon,,,1230100905,CHE,Salmoniformes,Salmonidae,oncorhynchus,masou
Mature dosinia,,,3161109605,DSX,Bivalvia,Veneridae,Dosinia,exoleta
Meagre,,,1703710601,MGR,Perciformes,Sciaenidae,Argyrosomus,regius
Meagres nei,(multispecies),,17037106XX,RXY,Percoidei,Sciaenidae,Argyrosomus,spp.
Mediterranean barbel,,,1400201302,BUD,Cypriniformes,Cyprinidae,Barbus,meridionalis
Mediterranean codling,,,1480202001,LPJ,Gadiformes,Moridae,Lepidion,lepidion
Mediterranean flyingfish,,,1470402302,ECE,Beloniformes,Exocoetidae,Cheilopogon,heterurus
Mediterranean geryon,,,2314308802,GRQ,Brachyura,Geryonidae,Geryon,longipes
Mediterranean horse mackerel,,,1702300408,HMM,Percoidei,Carangidae,Trachurus,mediterraneus
Mediterranean moray,,,1430600701,MMH,Anguilliformes,Muraenidae,Muraena,helena
Mediterranean mussel,,,3161000112,MSM,Bivalvia,Mytilidae,Mytilus,galloprovincialis
Mediterranean sand eel,,,1720400502,ZGC,Trachinoidei,Ammodytidae,Gymnammodytes,cicerelus
Mediterranean sand smelt,,,1630200302,AHH,Atheriniformes,Atherinidae,Atherina,hepsetus
Mediterranean scaldfish,,,1830100101,MSF,Pleuronectiformes,Bothidae,Arnoglossus,laterna
Mediterranean shore crab,,,2311109002,CMR,Brachyura,Portunidae,Carcinus,aestuarii
Mediterranean slimehead,,,1610500201,HPR,Beryciformes,Trachichthyidae,Hoplostethus,mediterraneus
Mediterranean slipper lobster,,,2291504101,YLL,Reptantia,Scyllaridae,Scyllarides,latus
Mediterranean spearfish,,,1750300901,MSP,Scombroidei,Istiophoridae,Tetrapturus,belone
Mediterranean starry ray,,,1100400137,JRS,Rajiformes,Rajidae,Raja,asterias
Megalops shrimp,,,2280104903,NIS,Natantia,Penaeidae,Penaeopsis,serrata
Megrim,,,1830500301,MEG,Pleuronectiformes,Scophthalmidae,lepidorhombus,whiffiagonis
Megrims nei,Megrims nei,,18305003XX,LEZ,Pleuronectiformes,Scophthalmidae,Lepidorhombus,ssp.
Metapenaeus shrimps nei,,,22801016XX,MET,Natantia,Penaeidae,Metapenaeus,spp
Mexican four-eyed octopus,"Octopus maya, Pulpo Rojo",,3210900519,OQY,Cephalopoda,Octopodidae,Octopus,maya
Mexican moonfish,,,1702304608,LNO,Percoidei,Carangidae,selene,orstedii
Mexican spiny loster,California spiny lobster   ,,2290100103,NUT,Reptantia,Palinuridae,panulirus,interruptus
Mi-iuy (brown) croaker,,,1703702801,MIH,Percoidei,Sciaenidae,Miichthys,miiuy
Middling thread herring,,,1210504204,OPM,Clupeiformes,Clupeidae,opisthonema,medirastre
Midsize squid,,,3210401302,OUM,Cephalopoda,Loliginidae,Alloteuthis,media
Milkfish,,,1220200101,MIL,Gonorynchiformes,Chanidae,chanos,chanos
Mirror dory,"Deepsea Dory, Deepwater Dory",,1620100402,ZNE,Zeiformes,Zeidae,zenopsis,nebulosus
Mitre squid,,,3210400104,OJH,Cephalopoda,Loliginidae,Uroteuthis (Photololigo),chinensis
Mola rock crab,Jaiba marmola,,2310901010,CWE,Decapoda,Cancridae,Metacarcinus,edwardsii
Monkfishes nei,"Anglerfish nei (multispecies), angler, monkfish, monk",,19501001XX,MNZ,Lophiiformes,Lophiidae,lophius,spp.
,Morena de la Macaronesia,,1430600711,MWK,Anguilliformes,Muraenidae,Muraena,augusti
,Morid cod,,1480202003,LPH,Gadiformes,Moridae,Lepidion,guentheri
Morocco dentex,,,1703906012,DEM,Percoidei,Sparidae,Dentex,maroccanus
Mottled grouper,,,1700204007,MKU,Percoidei,Serranidae,Mycteroperca,rubra
Mouse catshark,,,1080100106,GAM,Carcharhiniformes,Scyliorhinidae,Galeus,murinus
Mozambique lobster,,,2294200502,NEM,Reptantia,Nephropidae,Metanephrops,mozambicus
Mozambique tilapia,,,1705905101,TLM,"","",Oreochromis,mossambicus
Mrigal carp,,,1400202503,CMG,Cypriniformes,Cyprinidae,Cirrhinus,mrigala
Mud sole,,,1830305702,SOE,Pleuronectiformes,Soleidae,Austroglossus,pectoralis
Mullets nei,(multispecies),,16501XXXXX,MUL,Mugiliformes,Mugilidae,"",""
,Munida squat lobsters nei,,23019002XX,UEX,Anomura,Galatheidae,Munida,spp
Musky octopus,,,3210902402,EDT,Cephalopoda,Octopodidae,Eledone,moschata
Mutton snapper,,,1703202717,LJN,Percoidei,Lutjanidae,lutjanus,analis
Mytilus mussels nei,,,31610001XX,MYV,Bivalvia,Mytilidae,mytilus,spp.
Narrow-barred Spanish mackerel,,,1750101503,COM,Scombroidei,Scombridae,scomberomorus,commerson
Narwal shrimp,,,2280409201,PVJ,Natantia,Pandalidae,Parapandalus,narval
Needle cuttlefish,,,3210200201,EJA,Cephalopoda,Sepiidae,sepia,aculeata
Neglected ocellate octopus,,,3210900526,OCW,Octopoda,Octopodidae,Octopus,neglectus
Neon flying squid,Red flying squid,,3210500301,OFJ,Cephalopoda,Ommastrephidae,Ommastrephes,bartramii
New Zealand blue cod,,,1720919602,NEB,Trachinoidei,Pinguipedidae,parapercis,colias
,New Zealand brill,,1830207301,OIG,Pleuronectiformes,Pleuronectidae,Colistium,guntheri
New Zealand lobster,Scampi,,2294200504,MEC,"","",Metanephrops,challengeri
New Zealand mussel,,,3161003203,MUZ,Bivalvia,Mytilidae,Perna,canaliculus
New Zealand rough skate,rough skate,,1100403001,ZRN,Rajiformes,Rajidae,zearaja,nasuta
New Zealand scallop,Southern scallop,,3160800313,SCZ,Bivalvia,Pectinidae,Pecten,novaezelandiae
New Zealand smooth skate,smooth skate,,1100402001,DPQ,Rajiformes,Rajidae,dipturus,innominatus
New Zealand sole,,,1830202002,ZNZ,Pleuronectiformes,Pleuronectidae,Peltorhamphus,novaezeelandiae
Nigerian tonguesole,,,1830403120,YOW,Pleuronectiformes,Cynoglossidae,cynoglossus,browni
Nika shrimp,,,2283700102,RKD,Natantia,Processidae,Processa,edulis
Nile perch,Lake Victoria perch,,1700116707,NIP,Percoidei,Centropomidae,Lates,niloticus
Nile tilapia,,,1705905102,TLN,Percoidei,Cichlidae,Oreochromis,niloticus
Nimble spray crab,,,2314500201,NBZ,Brachyura,Plagusiidae,Percnon,gibbesi
Noah's ark,,,3160400103,RKQ,Bivalvia,Arcidae,Arca,noae
Noble scallop,scallop,,3160803607,CMN,Bivalvia,Pectinidae,chlamys,nobilis
North African catfish,,,1411803003,CLZ,Siluriformes,Clariidae,Clarias,gariepinus
North Atlantic codling,,,1480202002,LPS,Gadiformes,Moridae,Lepidion,eques
North Pacific giant octopus,,,3210900513,OQF,Octopoda,Enteroctopodidae,Enteroctopus,dofleini
North Pacific hake,,,1480500407,NHA,Gadiformes,Merlucciidae,merluccius,productus
Northern brown shrimp,Camarón café norteño,,2280100101,ABS,Natantia,Penaeidae,Penaeus,aztecus
Northern cods nei,,,14804002XX,CDZ,Gadiformes,Gadidae,Gadus,spp
Northern mauxia shrimp,,,2280700907,ESH,Natantia,Sergestidae,Acetes,chinensis
Northern nylon shrimp,"torobado, camello, Camarón nailón norteño, Small red shrimp",,2280400508,HUV,Natantia,Penaeidae,Heterocarpus,vicarius
Northern pike,,,1240300101,FPI,Esociformes,Esocidae,esox,lucius
Northern pink shrimp,"Pink shrimp, Grooved shrimp",,2280100105,APS,Natantia,Penaeidae,Penaeus,duorarum
Northern prawn,northern shrimp,,2280400203,PRA,Natantia,Pandalidae,pandalus,borealis
Northern quahog,Hard clam,,3161107501,CLH,Bivalvia,Veneridae,mercenaria,mercenaria
Northern red snapper,,,1703202725,SNR,Percoidei,Lutjanidae,lutjanus,campechanus
Northern rock sole,,,1830204303,KZC,Pleuronectiformes,Pleuronectidae,lepidopsetta,polyxystra
Northern rockfish,Northern Rockfish,,1780100140,RVP,Scorpaeniformes,Scorpaenidae,Sebastes,polyspinis
Northern shortfin squid,short-finned squid ,,3210501001,SQI,Cephalopoda,Ommastrephidae,illex,illecebrosus
Northern white shrimp,,,2280100122,PST,Natantia,Penaeidae,penaeus,setiferus
Northern wolffish,,,1710200102,CAB,Zoarcoidei,Anarhichadidae,Anarhichas,denticulatus
Norway lobster,nephrops,,2294200602,NEP,Reptantia,Nephropidae,nephrops,norvegicus
Norway pout,,,1480403201,NOP,Gadiformes,Gadidae,trisopterus,esmarkii
Norway redfish,,,1780100102,SFV,Scorpaeniformes,Scorpaenidae,sebastes,viviparus
Norwegian egg cockle,,,3162300801,LVC,Bivalvia,Cardiidae,Laevicardium,crassum
,Norwegian red sea cucumber,,6941400103,TVK,Holothuroidea,Stichopodidae,Parastichopus,tremulus
Nototodarus flying squids nei,,,32105059XX,QND,Cephalopoda,Ommastrephidae,Nototodarus,spp
Nursehound,,,1080100302,SYT,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,stellaris
Obtuse barracuda,,,1771000104,YRB,Other Perciformes,Sphyraenidae,sphyraena,obtusata
Ocean quahog,,,3160904501,CLQ,Bivalvia,Arcticidae,Arctica,islandica
Ocean shrimp,,,2280400204,PJK,Natantia,Pandalidae,pandalus,jordani
Ocean triggerfish,,,1901000403,CZT,Tetraodontiformes,Balistidae,Canthidermis,sufflamen
Ocean whitefish,,,1701600103,ULP,Percoidei,Branchiostegidae,Caulolatilus,princeps
Oceanic puffer,,,1900200503,LGH,Tetraodontiformes,Tetraodontidae,Lagocephalus,lagocephalus
Ocellated wedge sole,,,1830301702,DHZ,Pleuronectiformes,Soleidae,Dicologlossa,hexophthalma
Octopuses nei,(multispecies),,32109005XX,OCZ,Cephalopoda,Octopodidae,Octopus,spp.
"Octopuses, etc. nei",,,32109XXXXX,OCT,Cephalopoda,Octopodidae,"",""
Offshore rockfish,,,1780101902,POI,Scorpaeniformes,Scorpaenidae,Pontinus,kuhlii
Oilfish,escolar,,1750500701,OIL,Scombroidei,Gempylidae,ruvettus,pretiosus
Olive green cockle,,,3162300202,KTG,Bivalvia,Cardiidae,Cerastoderma,glaucum
Olive grouper,,,1700204256,EPF,Percoidei,Serranidae,Epinephelus,cifuentesi
Olla volute,,,3074200405,YBO,Gastropoda,Volutidae,Cymbium,olla
Opah,moonfish,,1520100102,LAG,Lampriformes,Lampridae,lampris,guttatus
Opalescent inshore squid,California market squid,,3210400103,SQO,Cephalopoda,Loliginidae,Doryteuthis (Amerigo),opalescens
Orange roughy,,,1610500202,ORY,Beryciformes,Trachichthyidae,Hoplostethus,atlanticus
Orange-spotted grouper,,,1700204257,ENI,Percoidei,Serranidae,Epinephelus,coioides
Orangeback flying squid,,,3210506101,OFE,Cephalopoda,Ommastrephidae,Sthenoteuthis,pteropus
Orangefin labeo,,,1400202405,LCB,Cypriniformes,Cyprinidae,Labeo,calbasu
Orbfish,,,1740513701,HUO,Acanthuroidei,Ephippidae,Ephippus,orbis
Oriental river prawn,,,2281202304,MNX,Natantia,Palaemonidae,Macrobrachium,nipponense
Ornate threadfin bream,,,1703318403,NNH,Percoidei,Nemipteridae,Nemipterus,hexodon
Ornate wrasse,,,1706324401,TMP,Percoidei,Labridae,Thalassoma,pavo
Pacific anchoveta,Sardina bocona,,1210601503,VEP,Clupeiformes,Engraulidae,Cetengraulis,mysticetus
,Pacific bearded brotula,,1580200501,OBK,Ophidiiformes,Ophidiidae,Brotula,clarki
Pacific bluefin tuna,Atún aleta azul ,,1750102602,PBF,Scombroidei,Scombridae,thunnus,orientalis
Pacific bumper,,,1702326802,HSO,Percoidei,Carangidae,chloroscombrus,orqueta
Pacific calico scallop,,,3160803004,SCH,Bivalvia,Pectinidae,argopecten,ventricosus
Pacific chub mackerel,"chub mackerel, macarela",,1750100201,MAS,Scombroidei,Scombridae,Scomber,japonicus
,Pacific clam,,"",FS-2125,Cardiida,Psammobiidae,Gari,solida
Pacific cod,,,1480400211,PCO,Gadiformes,Gadidae,Gadus,macrocephalus
Pacific cornetfish,Pacific cornetfish,,1510200101,FUC,Syngnathiformes,Fistulariidae,Fistularia,corneta
Pacific cupped oyster,"giant cupped oyster, Japanese oyster",,3160700801,OYG,Bivalvia,Ostreidae,Magallana,gigas
Pacific dog snapper,"Dog snapper, Pacific cubera snapper  ",,1703202732,LJW,Percoidei,Lutjanidae,lutjanus,novemfasciatus
Pacific geoduck,"Mexican geoduck, almeja de sifón",,3161808901,GEC,Adapedonta,Hiatellidae,Panopea,globosa
Pacific goose barnacle,,,2130500102,ZPE,Thoracica,Pollicipedidae,Pollicipes,elegans
Pacific grenadier,,,1480600408,CKE,Gadiformes,Macrouridae,coryphaenoides,acrolepis
Pacific halibut,,,1830200202,HAP,Pleuronectiformes,Pleuronectidae,hippoglossus,stenolepis
Pacific harvestfish,,,1760301106,WPM,"Stromateoidei, Anabantoidei",Stromateidae,peprilus,medius
Pacific herring,,,1210500107,HEP,Clupeiformes,Clupeidae,clupea,pallasii
Pacific jack mackerel,,,1702300406,PJM,Percoidei,Carangidae,trachurus,symmetricus
Pacific longnose chimaera,,,1120200202,HCR,Chimaeriformes,Rhinochimaeridae,Harriotta,raleighana
Pacific ocean perch,,,1780100109,OPP,Scorpaeniformes,Scorpaenidae,sebastes,alutus
Pacific red snapper,Pargo rojo,,1703202757,LWP,Percoidei,Lutjanidae,Lutjanus,peru
Pacific salmons nei,,,12301009XX,ORC,Salmoniformes,Salmonidae,Oncorhynchus,spp
Pacific sand sole,,,1830204901,YSE,Pleuronectiformes,Pleuronectidae,psettichthys,melanostictus
Pacific sanddab,,,1830800902,IYO,Pleuronectiformes,Paralichthyidae,citharichthys,sordidus
Pacific seabob,"Tití, Camarón botalón",,2280102202,TIT,Natantia,Penaeidae,xiphopenaeus,riveti
Pacific sierra,Pacific sierra,,1750101509,SIE,Scombroidei,Scombridae,Scomberomorus,sierra
Pacific smalleye croaker,,,1703718303,NBO,Percoidei,Sciaenidae,Nebris,occidentalis
Pacific thread herring,arenque,,1210504201,THP,Clupeiformes,Clupeidae,opisthonema,libertate
Pacu,,,1380107602,CSO,Characiformes,Characidae,Piaractus,mesopotamicus
Painted comber,,,1700206102,SRK,Percoidei,Serranidae,Serranus,scriba
,"Painted sweetlips, slatey bream",,"",FS-289,Percoidei,Haemulidae,Diagramma,labiosum
Palaemon shrimps nei,,,22812018XX,QPX,Natantia,Palaemonidae,Palaemon,spp
Panama grunt,,,1703620924,YSZ,Percoidei,Haemulidae,Pomadasys,panamensis
Pandalus shrimps nei,,,22804002XX,PAN,Natantia,Pandalidae,Pandalus,spp
Pangas catfish,,,1413000202,PGP,Siluriformes,Pangasiidae,Pangasius,pangasius
Pangas catfishes nei,,,14130002XX,PGZ,Siluriformes,Pangasiidae,Pangasius,spp.
Paranotothenia nei,,,17092400XX,NHY,Percoidei,Nototheniidae,Paranotothenia,spp
Parapenaeopsis shrimps nei,,,22801019XX,NPP,Natantia,Penaeidae,Parapenaeopsis,spp
Paromola,,,2310200101,OLV,Brachyura,Homolidae,Paromola,cuvieri
Parona leatherjacket,,,1702328301,PAO,Percoidei,Carangidae,Parona,signata
Parrotfish,,,1706505506,PRR,Percoidei,Scaridae,Sparisoma,cretense
Patagonian blennie,,,1709200702,BLP,Percoidei,Nototheniidae,eleginops,maclovinus
Patagonian flounder,,,1830804611,QPP,Pleuronectiformes,Paralichthyidae,Paralichthys,patagonicus
Patagonian giant octopus,"pulpo del sur, pulpo rojo",,3210906502,EZM,"","",Enteroctopus,megalocyathus
Patagonian grenadier,Hoki,,1480501701,GRM,Gadiformes,Merlucciidae,macruronus,magellanicus
Patagonian scallop,,,3160806702,ZYP,Bivalvia,Pectinidae,Zygochlamys,patagonica
Patagonian squid,,,3210400102,SQP,Cephalopoda,Loliginidae,Doryteuthis (Amerigo),gahi
Patagonian toothfish,,,1709201502,TOP,Percoidei,Nototheniidae,dissostichus,eleginoides
Patagonotothen nei,,,17092440XX,GTX,Percoidei,Nototheniidae,Patagonotothen,spp
Pearly razorfish,,,1706307901,XYN,Percoidei,Labridae,Xyrichtys,novacula
Pecten scallops nei,,,31608003XX,KTZ,Bivalvia,Pectinidae,Pecten,spp
Pelagic red crab,,,2301900101,LQL,Anomura,Galatheidae,Pleuroncodes,planipes
Pelagic stingray,,,1100500316,PLS,Rajiformes,Dasyatidae,Dasyatis,violacea
Pelagic thresher,Pelagic thresher shark,,1060600602,PTH,"","",Alopias,pelagicus
Pelican flounder,,,1830106602,NBG,Pleuronectiformes,Bothidae,Chascanopsetta,lugubris
Penaeid shrimps nei,(multispecies),,22801XXXXX,PEZ,Natantia,Penaeidae,"",""
Penaeus shrimps nei,,,22801001XX,PEN,Natantia,Penaeidae,penaeus,spp.
Pencil cardinal,,,1709637302,EGD,Percoidei,Epigonidae,Epigonus,denticulatus
Peppery furrow,,,3164800101,OBN,Bivalvia,Scrobiculariidae,Scrobicularia,plana
Perlemoen abalone,Perlemoen abalone,,3070300111,ABP,Gastropoda,Haliotidae,Haliotis,midae
Peruvian calico scallop,"Chilean-Peruvian Scallop, Concha de abanico, Ostión",,3160803003,SCQ,Bivalvia,Pectinidae,argopecten,purpuratus
Peruvian grunt,,,1703602005,HNS,"",Haemulidae,Anisotremus,scapularis
Peruvian moonfish,"Peruvian moonfish, Pacific Moonfish",,1702304609,LNP,Perciformes,Carangidae,Selene,peruviana
Peruvian rock seabass,,,1700240505,BAP,Perciformes,Serranidae,Paralabrax,humeralis
Peruvian weakfish,,,1703701604,WEP,Percoidei,Sciaenidae,cynoscion,analis
Petrale sole,,,1830201001,EOJ,Pleuronectiformes,Pleuronectidae,eopsetta,jordani
Pharaoh cuttlefish,,,3210200229,IAH,Cephalopoda,Sepiidae,sepia,pharaonis
Picarel,,,1704007502,SPC,Percoidei,Centracanthidae,Spicara,smaris
Picked dogfish,piked dogfish,,1090100704,DGS,Squaliformes,Squalidae,squalus,acanthias
,Picuca,,1580600802,TVY,Ophidiiformes,Bythitidae,Cataetyx,laticeps
Pig faced leather jacket,,,1900901703,QZQ,Tetraodontiformes,Monacanthidae,Paramonacanthus,choirocephalus
Pike-perch,,,1701436103,FPP,Percoidei,Percidae,sander,lucioperca
Pilchards nei,,,12105013XX,JNX,Clupeiformes,Clupeidae,Sardinops,spp
Pilose bittersweet,,,3161300105,GCJ,Bivalvia,Glycymerididae,Glycymeris,pilosa
Pilotfish,,,1702305001,NAU,Percoidei,Carangidae,Naucrates,ductor
Pink cusk-eel,pink ling ,,1580200101,CUS,Ophidiiformes,Ophidiidae,genypterus,blacodes
Pink cuttlefish,,,3210200205,IAR,Cephalopoda,Sepiidae,Sepia,orbignyana
Pink dentex,Pink dentex,,1703906001,DEP,Perciformes,Sparidae,Dentex,gibbosus
Pink glass shrimp,,,2283100302,FAM,Natantia,Pasiphaeidae,Pasiphaea,multidentata
Pink salmon,,,1230100902,PIN,Salmoniformes,Salmonidae,oncorhynchus,gorbuscha
Pink spiny lobster,,,2290100802,PSL,Reptantia,Palinuridae,Palinurus,mauritanicus
Piper gurnard,,,1780200205,GUN,Scorpaeniformes,Triglidae,Trigla,lyra
Plain bonito,,,1750100601,BOP,Scombroidei,Scombridae,Orcynopsis,unicolor
Planehead filefish,,,1900901002,FIK,Tetraodontiformes,Monacanthidae,Stephanolepis,hispidus
Pleoticus shrimps nei,,,22829006XX,WPX,Natantia,Solenoceridae,Pleoticus,spp
Plesionika shrimps nei,,,22804032XX,XKX,Natantia,Pandalidae,Plesionika,spp
,Plica scallop,,31608037XX,SCX,Pectinida,Pectinidae,Decatopecten,plica
Plownose chimaera,,,1120300102,CHJ,Chimaeriformes,Callorhinchidae,Callorhinchus,callorynchus
Pod razor shell,,,3161600503,EQE,Bivalvia,Solenidae,Ensis,ensis
Pollack,"green , lythe",,1480401502,POL,Gadiformes,Gadidae,pollachius,pollachius
Polygon moray,,,1430600421,AGI,Anguilliformes,Muraenidae,Gymnothorax,polygonius
Pompano,,,1702304706,POP,Percoidei,Carangidae,Trachinotus,ovatus
Pompano dolphinfish,,,1702807102,CFW,Percoidei,Coryphaenidae,Coryphaena,equiselis
Pond loach,,,1400504701,KUR,Cypriniformes,Cobitidae,Misgurnus,anguillicaudatus
Pond smelt,,,1230400801,PSM,Salmoniformes,Osmeridae,Hypomesus,olidus
Ponderous dosinia,,,3161109604,DSO,Bivalvia,Veneridae,Dosinia,ponderosa
Poor cod,,,1480403202,POD,Gadiformes,Gadidae,Trisopterus,minutus
Porbeagle,,,1060800301,POR,Lamniformes,Lamnidae,Lamna,nasus
Portuguese dogfish,,,1090101601,CYO,Squaliformes,Squalidae,Centroscymnus,coelolepis
Portuguese sole,,,1830303605,YNU,Pleuronectiformes,Soleidae,Synaptura,lusitanica
Pouting,Bib,,1480403203,BIB,Gadiformes,Gadidae,trisopterus,luscus
,Prespa bleak,,"",FS-532,,,alburnus,belvica
Processa shrimps nei,,,22837001XX,RXK,Natantia,Processidae,Processa,spp
Punctuated snake-eel,,,1431500304,OOH,Anguilliformes,Ophichthidae,Ophichthus,remiger
Purple dye murex,,,3070200901,BOY,Gastropoda,Muricidae,Bolinus,brandaris
